Price,Bedroom_qty,Bathroom_qty,Floor_size,Address,City_region,City,List_type,Date,Land_width,Land_depth
"$688,000 ",2,1,775,430 9388 Mckim Way,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$1,599,000 ",5,5,2140,10511 No. 1 Road,Steveston North,Richmond,House,7/20/2021,30,119
"$699,000 ",2,2,821,505 8080 Cambie Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$719,900 ",2,2,872,111 9213 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$799,900 ",2,2,940,217 9213 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$474,900 ",2,1,966,118 7340 Moffatt Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$999,000 ",3,3,1525,21 6300 Alder Street,Mclennan North,Richmond,Townhouse,7/20/2021,,
"$798,000 ",2,2,1257,705 7500 Granville Avenue,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$2,390,000 ",6,5,3692,10340 Swinton Crescent,Mcnair,Richmond,House,7/20/2021,68,118
"$2,690,000 ",5,5,3309,4760 Windjammer Drive,Steveston South,Richmond,House,7/20/2021,55,80
"$2,880,000 ",6,5,3312,10411 Reynolds Drive,Woodwards,Richmond,House,7/20/2021,64,100
"$599,000 ",2,2,882,908 7831 Westminster Highway,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,258,000 ",3,3,1745,14 7171 Steveston Highway,Broadmoor,Richmond,Townhouse,7/20/2021,,
"$1,800,000 ",4,3,1886,11591 Seaport Avenue,Ironwood,Richmond,House,7/20/2021,,
"$450,000 ",1,1,641,1507 2016 Fullerton Avenue,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$1,389,900 ",2,2,1047,212 185 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,100,000 ",2,2,815,1007 118 Carrie Cates Court,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,449,000 ",2,2,1151,803 175 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,249,500 ",2,1,2200,3250 Mt Seymour Parkway,Northlands,North Vancouver,House,7/20/2021,33,156
"$1,249,000 ",5,5,2804,North 1740 Bewicke Avenue,Mosquito Creek,North Vancouver,House,7/20/2021,25,150
"$3,948,000 ",9,9,5204,3498 Sunset Boulevard,Edgemont,North Vancouver,House,7/20/2021,338,295
"$5,880,000 ",3,4,3046,705 175 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$999,000 ",2,2,1082,113 649 E 3rd Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$2,398,000 ",0,,,895 Canyon Boulevard,Canyon Heights,North Vancouver,Land/Lot,7/20/2021,66,120
"$7,800,000 ",4,7,5505,593 Riverside Drive,Seymour,North Vancouver,House,7/20/2021,,
"$2,788,000 ",3,3,1482,801 185 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$2,999,999 ",7,7,4504,619 E 5th Street,Queensbury,North Vancouver,House,7/20/2021,,
"$850,000 ",2,2,886,105 1519 Crown Street,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$830,000 ",2,2,926,207 1519 Crown Street,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$729,000 ",2,1,899,702 505 Lonsdale Avenue,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,249,000 ",2,2,1405,112 649 E 3rd Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$1,495,000 ",3,3,1502,332 St. Patrick's Avenue,Lower Lonsdale,North Vancouver,Duplex,7/20/2021,,
"$2,680,000 ",4,4,3271,1672 Roxbury Place,Deep Cove,North Vancouver,House,7/20/2021,,
"$788,900 ",2,2,1100,P11 223 Mountain Highway,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$1,499,800 ",2,2,1176,2403 1055 Homer Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$569,000 ",1,1,588,1302 8533 River District Crossing,South Marine,Vancouver,Apt/Condo,7/20/2021,,
"$2,795,000 ",3,2,2017,5315 Inverness Street,Knight,Vancouver,House,7/20/2021,65,98
"$1,750,000 ",6,3,2539,1957 Grant Street,Grandview East,Vancouver,House,7/20/2021,33,113
"$362,800 ",1,1,625,307 1720 Barclay Street,West End,Vancouver,Apt/Condo,7/20/2021,,
"$2,789,000 ",5,4,3732,3260 W 39th Avenue,Kerrisdale,Vancouver,House,7/20/2021,64,104
"$649,000 ",2,1,720,402 2388 Triumph Street,Hastings,Vancouver,Apt/Condo,7/20/2021,,
"$1,790,000 ",4,4,2303,5781 St. Margarets Street,Killarney,Vancouver,House,7/20/2021,33,106
"$780,988 ",2,1,598,727 180 E 2nd Avenue,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$1,288,000 ",2,2,1025,1506 838 W Hastings Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$669,000 ",2,2,822,502 9188 Cook Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$749,900 ",2,2,808,1601 7979 Firbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$2,998,000 ",5,6,4341,8700 Cantley Road,Lackner,Richmond,House,7/20/2021,48,126
"$389,000 ",1,1,661,232 7451 Minoru Boulevard,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$759,000 ",3,3,2145,42 5380 Smith Drive,Hamilton,Richmond,Townhouse,7/20/2021,,
"$455,000 ",2,2,1091,128 8520 General Currie Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$2,150,000 ",4,2,1856,7760 No. 1 Road,Quilchena,Richmond,House,7/20/2021,62,131
"$478,000 ",1,1,615,302 6191 Buswell Street,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$2,250,000 ",3,1,1286,22039 0 Avenue,Campbell Valley,Langley,House,7/20/2021,,
"$1,749,000 ",4,5,4850,9362 206a Street,Walnut Grove,Langley,House,7/20/2021,37,127
"$1,680,000 ",6,5,3783,9814 203 Street,Walnut Grove,Langley,House,7/20/2021,66,119
"$700,000 ",2,2,1220,59 6513 200 Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$749,900 ",3,3,1500,29 19760 55 Avenue,Langley City,Langley,Townhouse,7/20/2021,,
"$788,888 ",3,2,1475,103 20325 85 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$564,900 ",2,1,892,601 20290 86 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$635,000 ",2,2,870,217 8447 202 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$2,169,000 ",5,3,2401,5858 242 Street,Salmon River,Langley,House,7/20/2021,134,298
"$1,288,000 ",2,2,1018,402 2250 Commercial Drive,Grandview East,Vancouver,Apt/Condo,7/20/2021,,
"$1,149,000 ",2,2,875,907 193 Aquarius Mews,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$3,490,000 ",5,3,3388,720 W 54th Avenue,South Cambie,Vancouver,House,7/20/2021,66,119
"$929,000 ",2,2,904,308 2268 W 12th Avenue,Kitsilano,Vancouver,Apt/Condo,7/20/2021,,
"$1,528,000 ",4,4,2248,1038 E 12th Avenue,Mount Pleasant East,Vancouver,Duplex,7/20/2021,33,115
"$688,000 ",1,1,550,1907 1082 Seymour Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$3,488,000 ",3,3,2964,2588 Wallace Crescent,Point Grey,Vancouver,House,7/20/2021,53,121
"$760,000 ",2,2,1190,5 7088 St. Albans Road,Brighouse South,Richmond,Townhouse,7/20/2021,,
"$1,598,000 ",3,2,2060,6460 Constable Drive,Woodwards,Richmond,House,7/20/2021,,
"$879,999 ",4,4,1668,4 7600 Gilbert Road,Brighouse,Richmond,Townhouse,7/20/2021,,
"$1,699,900 ",3,3,1582,509 6168 London Road,Steveston South,Richmond,Apt/Condo,7/20/2021,,
"$2,598,000 ",3,2,1994,8060 Spires Road,Brighouse,Richmond,House,7/20/2021,75,110
"$2,518,000 ",3,2,1613,8040 Spires Road,Brighouse,Richmond,House,7/20/2021,70,114
"$1,999,900 ",4,2,1908,8020 Spires Road,Brighouse,Richmond,House,7/20/2021,,
"$289,999 ",2,2,953,109 6340 Buswell Street,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$2,480,000 ",5,5,3593,7788 Montana Road,Quilchena,Richmond,House,7/20/2021,55,137
"$3,498,000 ",5,6,3662,8211 Mowbray Road,Saunders,Richmond,House,7/20/2021,67,120
"$559,000 ",2,2,960,404 5638 201a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$709,900 ",3,2,1120,301 20325 85 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$405,000 ",1,1,891,205 19830 56 Avenue,Langley City,Langley,Apt/Condo,7/20/2021,,
"$1,295,000 ",3,3,2241,26816 27 Avenue,Aldergrove,Langley,House,7/20/2021,129,99
"$799,000 ",3,3,1671,65 20487 65th Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$3,250,000 ",6,8,7461,19847 3 Avenue,Campbell Valley,Langley,House,7/20/2021,121,0
"$799,900 ",2,2,1684,145 20391 96 Avenue,Walnut Grove,Langley,Townhouse,7/20/2021,,
"$6,980,000 ",0,3,3193,6191 264 Street,Glen Valley,Langley,House,7/20/2021,,
"$779,000 ",3,3,1335,44 20857 77a Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$749,000 ",2,1,853,E202 623 W 14th Avenue,Fairview,Vancouver,Apt/Condo,7/20/2021,,
"$949,000 ",2,2,876,1305 1238 Melville Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$708,000 ",1,2,888,152 6168 London Road,Steveston South,Richmond,Apt/Condo,7/20/2021,,
"$790,000 ",2,2,1356,1002 7500 Granville Avenue,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$5,480,000 ",6,4,3666,24250 88 Avenue,Glen Valley,Langley,House,7/20/2021,666,808
"$16,980,000 ",0,5,4936,658 200 Street,Campbell Valley,Langley,House,7/20/2021,,
"$1,890,000 ",4,3,2499,844 E 4th Street,Queensbury,North Vancouver,House,7/20/2021,50,137
"$3,500,000 ",4,2,1592,1323 Ross Road,Westlynn,North Vancouver,House,7/20/2021,,
"$2,999,000 ",2,2,1450,2401 125 E 14th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$2,250,000 ",3,1,2479,1120 Harold Road,Lynn Valley,North Vancouver,House,7/20/2021,114,126
"$3,788,000 ",4,5,3155,3430 Aintree Drive Drive,Edgemont,North Vancouver,House,7/20/2021,70,110
"$2,700,000 ",5,4,3883,4517 Prospect Road,Upper Delbrook,North Vancouver,House,7/20/2021,70,123
"$1,349,000 ",3,3,1470,Th 1 230-232 E 8th Street,Central Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$984,900 ",2,2,1195,408 680 Seylynn Crescent,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$699,000 ",3,2,2660,13 Brighton Beach,Indian Arm,North Vancouver,House,7/20/2021,50,125
"$1,338,900 ",2,3,1547,Th4 1479 Hunter Street,Lynnmour,North Vancouver,Townhouse,7/20/2021,,
"$880,900 ",2,2,802,2108 1479 Hunter Street,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$1,999,900 ",2,3,1405,2701 1479 Hunter Street,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$1,998,000 ",5,4,2537,B 503 E 4th Street,Lower Lonsdale,North Vancouver,Duplex,7/20/2021,50,137
"$3,488,000 ",6,6,4485,140-142 St Patricks Avenue,Lower Lonsdale,North Vancouver,Multifamily,7/20/2021,,
"$899,999 ",2,2,954,103 1320 Chesterfield Avenue,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$2,488,000 ",4,5,3508,338 E Keith Road,Central Lonsdale,North Vancouver,House,7/20/2021,47,140
"$2,700,000 ",4,3,4250,1886 Fullerton Avenue,Pemberton,North Vancouver,House,7/20/2021,54,131
"$3,188,000 ",4,2,2482,1558 Bond Street,Lynnmour,North Vancouver,House,7/20/2021,66,122
"$8,000,000 ",4,4,2934,901 185 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,329,900 ",3,4,1551,6 632 E 3rd Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$725,000 ",2,1,760,907 955 E Hastings Street,Strathcona,Vancouver,Apt/Condo,7/20/2021,,
"$1,218,000 ",2,2,1032,3103 1255 Seymour Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$999,880 ",2,2,1130,404 1502 Island Park Walk,False Creek,Vancouver,Apt/Condo,7/20/2021,,
"$889,000 ",2,1,711,2003 999 Seymour Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$599,000 ",2,1,832,422 666 Leg In Boot Square,False Creek,Vancouver,Apt/Condo,7/20/2021,,
"$399,000 ",0,1,329,605 989 Nelson Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$825,000 ",2,2,868,214 W 15th Avenue,Mount Pleasant West,Vancouver,Townhouse,7/20/2021,,
"$765,000 ",1,1,760,501 1333 W Georgia Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$639,999 ",2,1,653,910 5599 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$653,999 ",1,1,667,905 5599 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$699,000 ",2,2,870,1601 5088 Kwantlen Street,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,045,999 ",3,2,1067,903 5599 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$929,999 ",2,2,977,3 5599 Cooney Road,Brighouse,Richmond,Townhouse,7/20/2021,,
"$629,999 ",1,1,643,1006 5599 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$678,999 ",2,2,693,521 5599 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,799,000 ",3,2,1717,6811 Chelmsford Street,Granville,Richmond,House,7/20/2021,60,117
"$1,298,000 ",2,2,1079,1001 6622 Pearson Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,498,888 ",4,2,1900,2650 Turner Street,Renfrew,Vancouver,House,7/20/2021,30,120
"$599,000 ",1,1,607,606 1030 W Broadway,Fairview,Vancouver,Apt/Condo,7/20/2021,,
"$599,000 ",1,1,668,306 1855 Nelson Street,West End,Vancouver,Apt/Condo,7/20/2021,,
"$599,000 ",1,1,712,310 1268 W Broadway,Fairview,Vancouver,Apt/Condo,7/20/2021,,
"$499,999 ",1,1,577,W414 488 Kingsway,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$1,488,800 ",2,3,1345,2412 Pine Street,Fairview,Vancouver,Townhouse,7/20/2021,,
"$3,750,000 ",5,5,2575,2959 W 34th Avenue,Mackenzie Heights,Vancouver,House,7/20/2021,33,130
"$3,098,000 ",6,4,3075,1335-1337 Walnut Street,Kitsilano,Vancouver,Multifamily,7/20/2021,,
"$819,000 ",2,2,895,709 688 Abbott Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$2,788,000 ",5,3,2829,3304 Carolina Street,Fraser East,Vancouver,House,7/20/2021,30,105
"$980,000 ",2,3,1231,311 7468 Lansdowne Road,Brighouse,Richmond,Townhouse,7/20/2021,,
"$793,000 ",2,2,818,1709 3333 Brown Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$1,299,000 ",3,2,1826,1/2 Lot 10011 Seacote Road,Ironwood,Richmond,House,7/20/2021,39,110
"$3,099,000 ",4,6,3363,3331 Williams Road,Seafair,Richmond,House,7/20/2021,66,106
"$648,000 ",2,2,901,127 6828 Eckersley Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$988,000 ",3,3,1577,9 9171 Ferndale Road,Mclennan North,Richmond,Townhouse,7/20/2021,,
"$3,800,000 ",5,6,4397,6760 Gamba Drive,Riverdale,Richmond,House,7/20/2021,85,128
"$3,288,000 ",5,6,3458,3620 Sable Avenue,Steveston North,Richmond,House,7/20/2021,63,117
"$548,500 ",1,2,1035,113 8300 Bennett Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$749,900 ",2,2,791,1602 1189 Howe Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,249,500 ",2,1,802,2703 838 W Hastings Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$599,800 ",2,2,894,505 7080 St. Albans Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$679,000 ",2,2,880,508 7008 River Parkway,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,759,000 ",2,2,1155,209 3095 Crescentview Drive,Edgemont,North Vancouver,Apt/Condo,7/20/2021,,
"$1,573,000 ",2,2,1015,102 3095 Crescentview Drive,Edgemont,North Vancouver,Apt/Condo,7/20/2021,,
"$3,099,000 ",2,2,1825,1704 112 13 Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$798,000 ",1,1,585,905 1633 Capilano Drive,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$789,000 ",2,2,740,1201 170 W 1st Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,189,900 ",3,3,1366,203 2135 Heritage Park Lane,Seymour,North Vancouver,Townhouse,7/20/2021,,
"$665,000 ",1,1,728,304 3151 Connaught Crescent,Edgemont,North Vancouver,Apt/Condo,7/20/2021,,
"$1,050,000 ",2,2,1008,2306 1550 Fern Street,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$2,398,800 ",5,5,4610,25030 58 Avenue,Salmon River,Langley,House,7/20/2021,165,295
"$444,888 ",2,1,645,304 20078 Fraser Highway,Langley City,Langley,Apt/Condo,7/20/2021,,
"$3,249,900 ",8,6,6072,8885 Bartlett Street,Fort Langley,Langley,House,7/20/2021,66,148
"$4,590,000 ",0,,,21504 Smith Crescent,Willoughby Heights,Langley,Land/Lot,7/20/2021,1021,0
"$529,900 ",2,2,866,B519 20487 65 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$1,350,000 ",4,4,2838,5099 219 Street,Murrayville,Langley,House,7/20/2021,75,96
"$1,395,900 ",3,5,3908,11 8567 204 Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$719,000 ",2,2,1112,104 2800 Chesterfield Avenue,Upper Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,665,000 ",4,2,1740,512 W 24th Street,Central Lonsdale,North Vancouver,House,7/20/2021,50,127
"$735,000 ",2,2,853,403 137 W 17th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,699,000 ",3,3,2247,968 Riverside Drive,Seymour,North Vancouver,House,7/20/2021,62,132
"$629,900 ",1,1,694,307 317 Bewicke Avenue,Mosquito Creek,North Vancouver,Apt/Condo,7/20/2021,,
"$1,080,000 ",2,2,1030,304 172 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$2,098,000 ",4,4,2959,1065 Blue Grouse Way,Grouse Woods,North Vancouver,House,7/20/2021,52,0
"$1,289,900 ",3,3,1502,Th6 237 Ridgeway Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$1,450,000 ",3,2,2138,1044 W 17th Street,Pemberton,North Vancouver,House,7/20/2021,50,135
"$549,900 ",2,1,800,103 8558 202b Street,Walnut Grove,Langley,Apt/Condo,7/20/2021,,
"$2,880,000 ",7,7,6213,2889 204 Street,Brookswood,Langley,House,7/20/2021,,
"$689,900 ",2,2,1044,613 8067 207 Street,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$2,848,800 ",4,4,3398,1810 250 Street,Otter District,Langley,House,7/20/2021,333,634
"$4,900,000 ",3,3,2350,19757 24 Avenue,Brookswood,Langley,House,7/20/2021,378,633
"$1,549,999 ",5,4,4200,9065 216a Street,Walnut Grove,Langley,House,7/20/2021,,
"$3,600,000 ",5,5,2658,2585 216 Street,Campbell Valley,Langley,House,7/20/2021,214,681
"$4,499,000 ",5,4,7490,2508 232 Street,Campbell Valley,Langley,House,7/20/2021,,
"$5,000,000 ",4,2,2152,7307 Telegraph Trail,Glen Valley,Langley,House,7/20/2021,,
"$699,000 ",1,1,726,201 277 W 1st Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$956,000 ",2,2,978,1107 138 E Esplanade,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$2,198,000 ",3,2,1395,1101 1210 E 27th Street,Lynn Valley,North Vancouver,Apt/Condo,7/20/2021,,
"$4,190,000 ",4,4,5552,21210 2 Avenue,Campbell Valley,Langley,House,7/20/2021,,
"$450,000 ",1,1,806,309 20281 53a Avenue,Langley City,Langley,Apt/Condo,7/20/2021,,
"$1,399,000 ",2,2,1280,3763 244 Street,Otter District,Langley,House,7/20/2021,109,200
"$749,900 ",1,1,660,1808 939 Expo Boulevard,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$508,999 ",1,1,633,206 4338 Commercial Street,Victoria East,Vancouver,Apt/Condo,7/20/2021,,
"$575,000 ",2,2,1010,208 1508 Mariner Walk,False Creek,Vancouver,Apt/Condo,7/20/2021,,
"$788,888 ",2,2,802,1305 822 Homer Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$2,188,000 ",5,3,1880,3673 Vanness Avenue,Collingwood,Vancouver,House,7/20/2021,33,107
"$2,188,000 ",4,3,1968,3669 Vanness Avenue,Collingwood,Vancouver,House,7/20/2021,33,107
"$2,000,000 ",4,4,2216,3160 Kings Avenue,Collingwood,Vancouver,House,7/20/2021,33,112
"$5,598,000 ",3,4,3195,5188 Maple Street,Quilchena,Vancouver,House,7/20/2021,52,100
"$2,890,000 ",5,3,2540,3886 W 29th Avenue,Dunbar,Vancouver,House,7/20/2021,33,130
"$1,199,000 ",1,2,954,418 2250 Commercial Drive,Grandview East,Vancouver,Apt/Condo,7/20/2021,,
"$1,199,000 ",1,2,997,419 2250 Commercial Drive,Grandview East,Vancouver,Apt/Condo,7/20/2021,,
"$579,000 ",1,1,590,2107 63 Keefer Place,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,799,000 ",3,3,1518,1158 E 26th Avenue,Knight,Vancouver,Duplex,7/20/2021,,
"$2,390,000 ",5,3,2336,7575 Selkirk Street,South Granville,Vancouver,House,7/20/2021,33,121
"$2,099,900 ",3,2,1407,2131 W 7th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$749,400 ",1,1,630,202 379 E Broadway Street,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$1,898,000 ",3,2,1790,2162 W 8th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$1,624,900 ",3,2,1042,2133 W 7th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$1,849,900 ",3,2,1383,2143 W 7th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$599,000 ",2,1,870,201 2133 Dundas Street,Hastings,Vancouver,Apt/Condo,7/20/2021,,
"$5,220,000 ",0,,,9371 Beckwith Road,Bridgeport,Richmond,Land/Lot,7/20/2021,70,253
"$1,999,800 ",6,4,2945,2511 Mclennan Avenue,Bridgeport,Richmond,House,7/20/2021,57,86
"$3,388,000 ",5,6,3555,6880 Coltsfoot Drive,Riverdale,Richmond,House,7/20/2021,,
"$560,000 ",1,1,567,1001 7708 Alderbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,299,000 ",4,3,1438,14 9680 Williams Road,South Arm,Richmond,Apt/Condo,7/20/2021,,
"$770,000 ",2,2,807,708 8833 Hazelbridge Way,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$728,000 ",3,3,1016,220 2211 No. 4 Road,Bridgeport,Richmond,Townhouse,7/20/2021,,
"$415,000 ",1,1,679,310 7431 Blundell Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$1,500,000 ",3,3,1192,28 E 1st Avenue,Mount Pleasant East,Vancouver,Townhouse,7/20/2021,,
"$1,999,900 ",4,2,1908,8000 Spires Road,Brighouse,Richmond,House,7/20/2021,,
"$1,833,800 ",4,3,3339,7251 Francis Road,Broadmoor,Richmond,House,7/20/2021,117,70
"$755,000 ",3,2,1217,1708 7380 Elmbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$549,900 ",2,2,1270,1011 6631 Minoru Boulevard,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$3,590,000 ",5,7,5215,3891 Barmond Avenue,Seafair,Richmond,House,7/20/2021,,
"$899,999 ",3,3,1606,2 9800 Kilby Drive,West Cambie,Richmond,Townhouse,7/20/2021,,
"$1,598,000 ",2,3,1631,1006 5177 Brighouse Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,399,800 ",2,2,1240,306 6611 Pearson Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,299,000 ",4,3,1438,20 9680 Williams Road,South Arm,Richmond,Townhouse,7/20/2021,,
"$1,299,000 ",4,2,1438,19 9680 Williams Road,South Arm,Richmond,Townhouse,7/20/2021,,
"$3,180,000 ",4,5,3050,6480 Camsell Crescent,Granville,Richmond,House,7/20/2021,,
"$21,980,000 ",9,11,22317,9431 No. 6 Road,East Richmond,Richmond,House,7/20/2021,325,1332
"$3,799,000 ",4,5,2781,4558 W 15th Avenue,Point Grey,Vancouver,House,7/20/2021,33,122
"$2,199,000 ",5,3,2503,860 W 61st Avenue,South Cambie,Vancouver,House,7/20/2021,33,122
"$2,198,000 ",2,1,1849,2735 W 8th Avenue,Kitsilano,Vancouver,House,7/20/2021,,
"$789,900 ",1,1,585,1208 1708 Ontario Street,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$4,650,000 ",0,,,2683 Duke Street,Collingwood,Vancouver,Land/Lot,7/20/2021,66,102
"$1,699,000 ",3,3,1682,2512 Fraser Street,Mount Pleasant East,Vancouver,Townhouse,7/20/2021,,
"$840,000 ",2,2,861,101 3581 E Kent Avenue North,South Marine,Vancouver,Apt/Condo,7/20/2021,,
"$629,000 ",1,1,540,1105 1133 Hornby Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,679,900 ",3,2,1109,1207 1708 Ontario Street,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$5,580,000 ",5,,6199,1655 West 41st Avenue,Shaughnessy,Vancouver,House,7/20/2021,,
"$575,000 ",1,1,548,1701 438 Seymour Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$894,900 ",2,2,1000,206 168 Chadwick Court,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$438,880 ",0,1,453,1107 680 Seylynn Crescent,Lynnmour,North Vancouver,Apt/Condo,7/20/2021,,
"$1,879,000 ",5,3,3004,3179 Huntleigh Crescent,Windsor Park,North Vancouver,House,7/20/2021,60,125
"$1,398,000 ",3,3,2081,4717 Glenwood Avenue,Canyon Heights,North Vancouver,Townhouse,7/20/2021,,
"$3,998,000 ",5,5,5422,3930 Hillcrest Avenue,Edgemont,North Vancouver,House,7/20/2021,63,150
"$1,599,000 ",3,2,1930,1721 Mahon Avenue,Central Lonsdale,North Vancouver,House,7/20/2021,42,119
"$3,190,000 ",4,4,3736,944 Beaconsfield Road,Forest Hills,North Vancouver,House,7/20/2021,134,0
"$1,899,000 ",4,3,2656,1386 Dovercourt Road,Lynn Valley,North Vancouver,House,7/20/2021,63,136
